anime_id,server_id,anime_type_id,animeName,longName,synopsis,imgCover,imgPoster,totalVotes,rating
3492,1,1,Tensei shitara Slime Datta Ken 2nd Season Part 2,That Time I Got Reincarnated as a Slime Season 2 Part 2,"Satoru Mikami es un hombre ordinario de 37 años que vive en Tokio. Está relativamente contento con su monótona vida, a pesar del hecho de que no tiene novia. Durante un encuentro con uno de sus colegas, un asaltante lo acuchilla y muere. Pero durante su agonía previa a su muerte, una misteriosa voz recita una serie de comandos que, al principio, no tienen sentido alguno. Cuando despierta nuevamente, descubre que ha reeencarnado en un slime en otro mundo. Poco sabía que su monótona vida ahora ha dado un giro completo puesto que, con su nueva forma y vida, irá descubriendo nuevas habilidades y haciendo nuevos amigos.",https://www3.animeflv.net/uploads/animes/covers/3492.jpg,"https://www3.animeflv.net/""/uploads/animes/banners/3492.jpg""",2341,4.7
