anime_id,imagePath,chapterNumber,animeLink
3492,https://cdn.animeflv.net/screenshots/3492/9/th_3.jpg,Episodio 9,https://www3.animeflv.net/ver/tensei-shitara-slime-datta-ken-2nd-season-part-2-9
3492,https://cdn.animeflv.net/screenshots/3492/8/th_3.jpg,Episodio 8,https://www3.animeflv.net/ver/tensei-shitara-slime-datta-ken-2nd-season-part-2-8
3492,https://cdn.animeflv.net/screenshots/3492/7/th_3.jpg,Episodio 7,https://www3.animeflv.net/ver/tensei-shitara-slime-datta-ken-2nd-season-part-2-7
3492,https://cdn.animeflv.net/screenshots/3492/6/th_3.jpg,Episodio 6,https://www3.animeflv.net/ver/tensei-shitara-slime-datta-ken-2nd-season-part-2-6
3492,https://cdn.animeflv.net/screenshots/3492/5/th_3.jpg,Episodio 5,https://www3.animeflv.net/ver/tensei-shitara-slime-datta-ken-2nd-season-part-2-5
3492,https://cdn.animeflv.net/screenshots/3492/4/th_3.jpg,Episodio 4,https://www3.animeflv.net/ver/tensei-shitara-slime-datta-ken-2nd-season-part-2-4
3492,https://cdn.animeflv.net/screenshots/3492/3/th_3.jpg,Episodio 3,https://www3.animeflv.net/ver/tensei-shitara-slime-datta-ken-2nd-season-part-2-3
3492,https://cdn.animeflv.net/screenshots/3492/2/th_3.jpg,Episodio 2,https://www3.animeflv.net/ver/tensei-shitara-slime-datta-ken-2nd-season-part-2-2
3492,https://cdn.animeflv.net/screenshots/3492/1/th_3.jpg,Episodio 1,https://www3.animeflv.net/ver/tensei-shitara-slime-datta-ken-2nd-season-part-2-1
