anime_id,server_id,anime_type_id,animeName,longName,synopsis,imgCover,imgPoster,totalVotes,rating
3118,1,1,Kimetsu no Yaiba,"Blade of Demon Destruction, Demon Slayer: Kimetsu no Yaiba","Estamos en la era Taisho de Japón. Tanjiro, un joven que se gana la vida vendiendo carbón, descubre un día que su familia ha sido asesinada por un demonio. Para empeorar las cosas, su hermana menor Nezuko, la única superviviente de la masacre, ha sufrido una transformación en demonio. Destrozado por los acontecimientos Tanjiro decide convertirse en un cazador de demonios para poder devolver a su hermana a la normalidad y matar al demonio que masacró a su familia.",https://www3.animeflv.net/uploads/animes/covers/3118.jpg,"https://www3.animeflv.net/""/uploads/animes/banners/3118.jpg""",0,0
