anime_id,server_id,anime_type_id,animeName,longName,synopsis,imgCover,imgPoster,totalVotes,rating
3484,1,1,Mahouka Koukou no Yuutousei,The Honor Student at Magic High School,"Ha pasado un siglo desde que la magia, magia real, verdadera, material de leyendas; ha vuelto al mundo. Es primavera, la temporada de nuevos comienzos, y una nueva clase de estudiantes está a punto de comenzar sus estudios en la Primera Preparatoria de la Academia Nacional de Magia, apodada también como la Primera Preparatoria Mágica.",https://www3.animeflv.net/uploads/animes/covers/3484.jpg,"https://www3.animeflv.net/""/uploads/animes/banners/3484.jpg""",494,4.4
