anime_id,imagePath,chapterNumber,animeLink
3484,https://cdn.animeflv.net/screenshots/3484/9/th_3.jpg,Episodio 9,https://www3.animeflv.net/ver/mahouka-koukou-no-yuutousei-9
3484,https://cdn.animeflv.net/screenshots/3484/8/th_3.jpg,Episodio 8,https://www3.animeflv.net/ver/mahouka-koukou-no-yuutousei-8
3484,https://cdn.animeflv.net/screenshots/3484/7/th_3.jpg,Episodio 7,https://www3.animeflv.net/ver/mahouka-koukou-no-yuutousei-7
3484,https://cdn.animeflv.net/screenshots/3484/6/th_3.jpg,Episodio 6,https://www3.animeflv.net/ver/mahouka-koukou-no-yuutousei-6
3484,https://cdn.animeflv.net/screenshots/3484/5/th_3.jpg,Episodio 5,https://www3.animeflv.net/ver/mahouka-koukou-no-yuutousei-5
3484,https://cdn.animeflv.net/screenshots/3484/4/th_3.jpg,Episodio 4,https://www3.animeflv.net/ver/mahouka-koukou-no-yuutousei-4
3484,https://cdn.animeflv.net/screenshots/3484/3/th_3.jpg,Episodio 3,https://www3.animeflv.net/ver/mahouka-koukou-no-yuutousei-3
3484,https://cdn.animeflv.net/screenshots/3484/2/th_3.jpg,Episodio 2,https://www3.animeflv.net/ver/mahouka-koukou-no-yuutousei-2
3484,https://cdn.animeflv.net/screenshots/3484/1/th_3.jpg,Episodio 1,https://www3.animeflv.net/ver/mahouka-koukou-no-yuutousei-1
